cohort,track,prefix,method,mode,role,stratum,strict_role,diagnostic_step,is_diagnostic,average,inputs,edits,source_images,patients,semantic,semantic_numerator,semantic_denominator,semantic_edit_support,v4_primary,v4_primary_numerator,v4_primary_denominator,v4_primary_edit_support,original_reference_correct,original_reference_correct_numerator,original_reference_correct_denominator,original_reference_correct_edit_support,base_correct,base_correct_numerator,base_correct_denominator,base_correct_edit_support,base_correct_damage,base_correct_damage_numerator,base_correct_damage_denominator,base_correct_damage_edit_support,base_correct_preserved,base_correct_preserved_numerator,base_correct_preserved_denominator,base_correct_preserved_edit_support,base_wrong_became_correct,base_wrong_became_correct_numerator,base_wrong_became_correct_denominator,base_wrong_became_correct_edit_support,base_wrong_changed,base_wrong_changed_numerator,base_wrong_changed_denominator,base_wrong_changed_edit_support,on,on_numerator,on_denominator,on_edit_support,joint_on_correct,joint_on_correct_numerator,joint_on_correct_denominator,joint_on_correct_edit_support,fpr,fpr_numerator,fpr_denominator,fpr_edit_support,misfire_damage,misfire_damage_numerator,misfire_damage_denominator,misfire_damage_edit_support,token_parity,token_parity_numerator,token_parity_denominator,token_parity_edit_support,kl,kl_numerator,kl_denominator,kl_edit_support,own_forced_correct,own_forced_correct_numerator,own_forced_correct_denominator,own_forced_correct_edit_support,rejection,rejection_numerator,rejection_denominator,rejection_edit_support,wrong_writer,wrong_writer_numerator,wrong_writer_denominator,wrong_writer_edit_support,writer_error,writer_error_numerator,writer_error_denominator,writer_error_edit_support,equivalent_correct,equivalent_correct_numerator,equivalent_correct_denominator,equivalent_correct_edit_support,other_expert_correct,other_expert_correct_numerator,other_expert_correct_denominator,other_expert_correct_edit_support,selected_writer_error,selected_writer_error_numerator,selected_writer_error_denominator,selected_writer_error_edit_support,ended_with_eos,ended_with_eos_numerator,ended_with_eos_denominator,ended_with_eos_edit_support,cap_hit,cap_hit_numerator,cap_hit_denominator,cap_hit_edit_support,wrong_given_on_base_correct,wrong_given_on_base_correct_numerator,wrong_given_on_base_correct_denominator,wrong_given_on_base_correct_edit_support,wrong_given_on_strict_base,wrong_given_on_strict_base_numerator,wrong_given_on_strict_base_denominator,wrong_given_on_strict_base_edit_support,positive_wrong_rejection,positive_wrong_rejection_numerator,positive_wrong_rejection_denominator,positive_wrong_rejection_edit_support,positive_wrong_selection,positive_wrong_selection_numerator,positive_wrong_selection_denominator,positive_wrong_selection_edit_support,positive_owner_error,positive_owner_error_numerator,positive_owner_error_denominator,positive_owner_error_edit_support,correct_via_base_return,correct_via_base_return_numerator,correct_via_base_return_denominator,correct_via_base_return_edit_support,correct_via_owner_writer,correct_via_owner_writer_numerator,correct_via_owner_writer_denominator,correct_via_owner_writer_edit_support,correct_via_other_writer,correct_via_other_writer_numerator,correct_via_other_writer_denominator,correct_via_other_writer_edit_support,medical_stratum
JOINT_SLAKE_STAGE2_BANK16,A,0,BASE,BASE,fit,H,STRICT_BASE,320,False,macro,27,15,9,UNKNOWN,0.9777777777777777,26.0,27,15,,,0,0,0.9777777777777777,26.0,27,15,0.9777777777777777,26.0,27,15,0.0,0.0,26,15,1.0,26.0,26,15,0.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,27,15,0.0,0.0,27,15,0.0,0.0,27,15,0.0,0.0,26,15,1.0,27.0,27,15,,,0,0,0.9333333333333333,24.0,27,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,BASE,BASE,fit,H,STRICT_BASE,320,False,micro,27,15,9,UNKNOWN,0.9629629629629629,26.0,27,15,,,0,0,0.9629629629629629,26.0,27,15,0.9629629629629629,26.0,27,15,0.0,0.0,26,15,1.0,26.0,26,15,0.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,27,15,0.0,0.0,27,15,0.0,0.0,27,15,0.0,0.0,26,15,1.0,27.0,27,15,,,0,0,0.8888888888888888,24.0,27,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,BASE,BASE,fit,U,STRICT_BASE,320,False,macro,204,15,43,UNKNOWN,0.5835164835164836,119.0,204,15,,,0,0,0.5835164835164836,119.0,204,15,0.5835164835164836,119.0,204,15,0.0,0.0,119,15,1.0,119.0,119,15,0.0,0.0,85,15,0.0,0.0,85,15,0.0,0.0,204,15,0.0,0.0,204,15,0.0,0.0,204,15,0.0,0.0,119,15,1.0,204.0,204,15,,,0,0,0.44395604395604393,91.0,204,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,BASE,BASE,fit,U,STRICT_BASE,320,False,micro,204,15,43,UNKNOWN,0.5833333333333334,119.0,204,15,,,0,0,0.5833333333333334,119.0,204,15,0.5833333333333334,119.0,204,15,0.0,0.0,119,15,1.0,119.0,119,15,0.0,0.0,85,15,0.0,0.0,85,15,0.0,0.0,204,15,0.0,0.0,204,15,0.0,0.0,204,15,0.0,0.0,119,15,1.0,204.0,204,15,,,0,0,0.44607843137254904,91.0,204,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,BASE,BASE,fit,cross_family_confirmation,EDIT_TARGET,320,False,macro,60,15,15,UNKNOWN,0.3,18.0,60,15,,,0,0,0.3,18.0,60,15,0.3,18.0,60,15,,,0,0,,,0,0,0.0,0.0,42,15,0.0,0.0,42,15,0.0,0.0,60,15,0.0,0.0,60,15,,,0,0,,,0,0,1.0,60.0,60,15,,,0,0,0.9666666666666667,58.0,60,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,60.0,60,15,,,0,0,,,0,0,,,0,0,0.7,42.0,60,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,BASE,BASE,fit,cross_family_confirmation,EDIT_TARGET,320,False,micro,60,15,15,UNKNOWN,0.3,18.0,60,15,,,0,0,0.3,18.0,60,15,0.3,18.0,60,15,,,0,0,,,0,0,0.0,0.0,42,15,0.0,0.0,42,15,0.0,0.0,60,15,0.0,0.0,60,15,,,0,0,,,0,0,1.0,60.0,60,15,,,0,0,0.9666666666666667,58.0,60,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,60.0,60,15,,,0,0,,,0,0,,,0,0,0.7,42.0,60,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,BASE,BASE,native,T0,EDIT_TARGET,320,False,macro,15,15,15,UNKNOWN,0.0,0.0,15,15,0.0,0.0,15,15,0.0,0.0,15,15,0.0,0.0,15,15,,,0,0,,,0,0,0.0,0.0,15,15,0.0,0.0,15,15,0.0,0.0,15,15,0.0,0.0,15,15,,,0,0,,,0,0,1.0,15.0,15,15,,,0,0,0.8,12.0,15,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,15.0,15,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,BASE,BASE,native,T0,EDIT_TARGET,320,False,micro,15,15,15,UNKNOWN,0.0,0.0,15,15,0.0,0.0,15,15,0.0,0.0,15,15,0.0,0.0,15,15,,,0,0,,,0,0,0.0,0.0,15,15,0.0,0.0,15,15,0.0,0.0,15,15,0.0,0.0,15,15,,,0,0,,,0,0,1.0,15.0,15,15,,,0,0,0.8,12.0,15,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,15.0,15,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,160,True,macro,27,14,6,UNKNOWN,0.7857142857142857,21.0,27,14,,,0,0,0.7857142857142857,21.0,27,14,0.5833333333333334,15.0,27,14,0.0,0.0,15,10,1.0,15.0,15,10,0.4375,6.0,12,8,1.0,12.0,12,8,1.0,27.0,27,14,0.7857142857142857,21.0,27,14,1.0,27.0,27,14,0.0,0.0,15,10,0.0,0.0,27,14,,,0,0,0.7857142857142857,21.0,27,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,27.0,27,14,,,0,0,0.0,0.0,15,10,0.21428571428571427,6.0,27,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,160,True,micro,27,14,6,UNKNOWN,0.7777777777777778,21.0,27,14,,,0,0,0.7777777777777778,21.0,27,14,0.5555555555555556,15.0,27,14,0.0,0.0,15,10,1.0,15.0,15,10,0.5,6.0,12,8,1.0,12.0,12,8,1.0,27.0,27,14,0.7777777777777778,21.0,27,14,1.0,27.0,27,14,0.0,0.0,15,10,0.0,0.0,27,14,,,0,0,0.7777777777777778,21.0,27,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,27.0,27,14,,,0,0,0.0,0.0,15,10,0.2222222222222222,6.0,27,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,320,False,macro,27,14,6,UNKNOWN,0.6785714285714286,18.0,27,14,,,0,0,0.6785714285714286,18.0,27,14,0.5833333333333334,15.0,27,14,0.2,2.0,15,10,0.8,13.0,15,10,0.375,5.0,12,8,1.0,12.0,12,8,1.0,27.0,27,14,0.6785714285714286,18.0,27,14,1.0,27.0,27,14,0.2,2.0,15,10,0.0,0.0,27,14,,,0,0,0.6785714285714286,18.0,27,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,27.0,27,14,,,0,0,0.2,2.0,15,10,0.32142857142857145,9.0,27,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,challenge,same_answer_context_not_conflict,STRICT_BASE,320,False,micro,27,14,6,UNKNOWN,0.6666666666666666,18.0,27,14,,,0,0,0.6666666666666666,18.0,27,14,0.5555555555555556,15.0,27,14,0.13333333333333333,2.0,15,10,0.8666666666666667,13.0,15,10,0.4166666666666667,5.0,12,8,1.0,12.0,12,8,1.0,27.0,27,14,0.6666666666666666,18.0,27,14,1.0,27.0,27,14,0.13333333333333333,2.0,15,10,0.0,0.0,27,14,,,0,0,0.6666666666666666,18.0,27,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,27.0,27,14,,,0,0,0.13333333333333333,2.0,15,10,0.3333333333333333,9.0,27,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,evaluation,H,STRICT_BASE,160,True,macro,19,14,7,UNKNOWN,0.42857142857142855,9.0,19,14,,,0,0,0.42857142857142855,9.0,19,14,0.8214285714285714,15.0,19,14,0.46153846153846156,6.0,15,13,0.5384615384615384,9.0,15,13,0.0,0.0,4,4,1.0,4.0,4,4,1.0,19.0,19,14,0.42857142857142855,9.0,19,14,1.0,19.0,19,14,0.46153846153846156,6.0,15,13,0.0,0.0,19,14,,,0,0,0.42857142857142855,9.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,19.0,19,14,,,0,0,0.46153846153846156,6.0,15,13,0.5714285714285714,10.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,evaluation,H,STRICT_BASE,160,True,micro,19,14,7,UNKNOWN,0.47368421052631576,9.0,19,14,,,0,0,0.47368421052631576,9.0,19,14,0.7894736842105263,15.0,19,14,0.4,6.0,15,13,0.6,9.0,15,13,0.0,0.0,4,4,1.0,4.0,4,4,1.0,19.0,19,14,0.47368421052631576,9.0,19,14,1.0,19.0,19,14,0.4,6.0,15,13,0.0,0.0,19,14,,,0,0,0.47368421052631576,9.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,19.0,19,14,,,0,0,0.4,6.0,15,13,0.5263157894736842,10.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,evaluation,H,STRICT_BASE,320,False,macro,19,14,7,UNKNOWN,0.6428571428571429,12.0,19,14,,,0,0,0.6428571428571429,12.0,19,14,0.8214285714285714,15.0,19,14,0.23076923076923078,3.0,15,13,0.7692307692307693,12.0,15,13,0.0,0.0,4,4,1.0,4.0,4,4,1.0,19.0,19,14,0.6428571428571429,12.0,19,14,1.0,19.0,19,14,0.23076923076923078,3.0,15,13,0.0,0.0,19,14,,,0,0,0.6428571428571429,12.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,19.0,19,14,,,0,0,0.23076923076923078,3.0,15,13,0.35714285714285715,7.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,evaluation,H,STRICT_BASE,320,False,micro,19,14,7,UNKNOWN,0.631578947368421,12.0,19,14,,,0,0,0.631578947368421,12.0,19,14,0.7894736842105263,15.0,19,14,0.2,3.0,15,13,0.8,12.0,15,13,0.0,0.0,4,4,1.0,4.0,4,4,1.0,19.0,19,14,0.631578947368421,12.0,19,14,1.0,19.0,19,14,0.2,3.0,15,13,0.0,0.0,19,14,,,0,0,0.631578947368421,12.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,19.0,19,14,,,0,0,0.2,3.0,15,13,0.3684210526315789,7.0,19,14,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,evaluation,U,STRICT_BASE,160,True,macro,190,15,41,UNKNOWN,0.5184981684981685,99.0,190,15,,,0,0,0.5184981684981685,99.0,190,15,0.645909645909646,123.0,190,15,0.2041053391053391,26.0,123,15,0.7958946608946609,97.0,123,15,0.019047619047619046,2.0,67,15,0.5741269841269842,40.0,67,15,1.0,190.0,190,15,0.5184981684981685,99.0,190,15,1.0,190.0,190,15,0.2041053391053391,26.0,123,15,0.4365079365079365,83.0,190,15,,,0,0,0.5184981684981685,99.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,190.0,190,15,,,0,0,0.2041053391053391,26.0,123,15,0.4815018315018315,91.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,evaluation,U,STRICT_BASE,160,True,micro,190,15,41,UNKNOWN,0.5210526315789473,99.0,190,15,,,0,0,0.5210526315789473,99.0,190,15,0.6473684210526316,123.0,190,15,0.21138211382113822,26.0,123,15,0.7886178861788617,97.0,123,15,0.029850746268656716,2.0,67,15,0.5970149253731343,40.0,67,15,1.0,190.0,190,15,0.5210526315789473,99.0,190,15,1.0,190.0,190,15,0.21138211382113822,26.0,123,15,0.4368421052631579,83.0,190,15,,,0,0,0.5210526315789473,99.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,190.0,190,15,,,0,0,0.21138211382113822,26.0,123,15,0.4789473684210526,91.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
JOINT_SLAKE_STAGE2_BANK16,A,0,J0_CP_R4,FORCED_ON,evaluation,U,STRICT_BASE,320,False,macro,190,15,41,UNKNOWN,0.5351037851037851,102.0,190,15,,,0,0,0.5351037851037851,102.0,190,15,0.645909645909646,123.0,190,15,0.188020683020683,24.0,123,15,0.811979316979317,99.0,123,15,0.03571428571428571,3.0,67,15,0.503968253968254,34.0,67,15,1.0,190.0,190,15,0.5351037851037851,102.0,190,15,1.0,190.0,190,15,0.188020683020683,24.0,123,15,0.47570207570207573,90.0,190,15,,,0,0,0.5351037851037851,102.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,1.0,190.0,190,15,,,0,0,0.188020683020683,24.0,123,15,0.4648962148962149,88.0,190,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,ALL
